lexeme	frequency of lexeme	sclasses num	num correct mlp	num all mlp	mode	model	score
기간	8	2	219	256	general	w2v	85.5469
생활	1	1	29	32	general	w2v	90.625
적성	1	1	28	32	general	w2v	87.5
전과	1	1	29	32	general	w2v	90.625
사진	3	1	87	96	general	w2v	90.625
운동	3	1	85	96	general	w2v	88.5417
포함	9	1	272	288	general	w2v	94.4444
산하	1	1	30	32	general	w2v	93.75
공석	1	1	27	32	general	w2v	84.375
경제	8	1	244	256	general	w2v	95.3125
고객	4	1	119	128	general	w2v	92.9688
과정	3	3	82	96	general	w2v	85.4167
미	2	1	56	64	general	w2v	87.5
선박	1	1	28	32	general	w2v	87.5
형	4	2	116	128	general	w2v	90.625
보합	1	1	31	32	general	w2v	96.875
일행	1	1	31	32	general	w2v	96.875
당초	2	1	59	64	general	w2v	92.1875
이식	1	1	30	32	general	w2v	93.75
심통	1	1	32	32	general	w2v	100.0
기본	1	1	30	32	general	w2v	93.75
수출	2	1	59	64	general	w2v	92.1875
네덜란드	2	1	58	64	general	w2v	90.625
방침	2	1	53	64	general	w2v	82.8125
소녀	3	1	81	96	general	w2v	84.375
철학	1	1	30	32	general	w2v	93.75
국민	12	1	361	384	general	w2v	94.0104
선발	2	1	58	64	general	w2v	90.625
조리	1	1	29	32	general	w2v	90.625
돈	17	1	468	544	general	w2v	86.0294
선장	1	1	28	32	general	w2v	87.5
새벽	8	1	236	256	general	w2v	92.1875
선물	11	1	322	352	general	w2v	91.4773
난폭	1	1	29	32	general	w2v	90.625
토막	1	1	28	32	general	w2v	87.5
뿌리	1	1	28	32	general	w2v	87.5
세원	1	1	32	32	general	w2v	100.0
향기	3	1	85	96	general	w2v	88.5417
변론	1	1	30	32	general	w2v	93.75
멸치	1	1	29	32	general	w2v	90.625
임기	2	1	59	64	general	w2v	92.1875
강도	1	1	31	32	general	w2v	96.875
스타	2	1	58	64	general	w2v	90.625
세제	1	1	30	32	general	w2v	93.75
눈	1	1	29	32	general	w2v	90.625
연봉	1	1	30	32	general	w2v	93.75
낭비	1	1	31	32	general	w2v	96.875
귀기	1	1	29	32	general	w2v	90.625
사전	1	1	27	32	general	w2v	84.375
소통	2	1	58	64	general	w2v	90.625
집행	1	1	28	32	general	w2v	87.5
출처	1	1	30	32	general	w2v	93.75
케이블	1	1	31	32	general	w2v	96.875
인간	6	1	176	192	general	w2v	91.6667
프로그램	3	1	87	96	general	w2v	90.625
개비	1	1	27	32	general	w2v	84.375
세배	1	1	30	32	general	w2v	93.75
범죄	1	1	31	32	general	w2v	96.875
시즌	5	1	147	160	general	w2v	91.875
양식	1	1	27	32	general	w2v	84.375
덤	1	1	29	32	general	w2v	90.625
체결	1	1	31	32	general	w2v	96.875
사방	1	1	30	32	general	w2v	93.75
악화	1	1	30	32	general	w2v	93.75
잔	2	2	57	64	general	w2v	89.0625
모두	3	1	84	96	general	w2v	87.5
감염	1	1	29	32	general	w2v	90.625
곡선	1	1	29	32	general	w2v	90.625
우수	2	1	57	64	general	w2v	89.0625
명	1	1	29	32	general	w2v	90.625
대중	1	1	30	32	general	w2v	93.75
자동	1	1	29	32	general	w2v	90.625
층	2	2	58	64	general	w2v	90.625
외투	1	1	28	32	general	w2v	87.5
까닭	1	1	28	32	general	w2v	87.5
장마	2	1	51	64	general	w2v	79.6875
여유	3	1	82	96	general	w2v	85.4167
명단	4	1	112	128	general	w2v	87.5
북측	1	1	29	32	general	w2v	90.625
의제	1	1	29	32	general	w2v	90.625
정돈	1	1	30	32	general	w2v	93.75
위원	1	1	30	32	general	w2v	93.75
가치	3	3	86	96	general	w2v	89.5833
고문	1	1	29	32	general	w2v	90.625
회원	2	1	56	64	general	w2v	87.5
안팎	2	1	53	64	general	w2v	82.8125
발견	2	1	53	64	general	w2v	82.8125
화가	1	1	30	32	general	w2v	93.75
대치	1	1	29	32	general	w2v	90.625
수명	1	1	28	32	general	w2v	87.5
서비스	3	1	87	96	general	w2v	90.625
단장	2	1	57	64	general	w2v	89.0625
생리	1	1	29	32	general	w2v	90.625
교통	1	1	31	32	general	w2v	96.875
순위	1	1	30	32	general	w2v	93.75
일가	1	1	31	32	general	w2v	96.875
심금	1	1	30	32	general	w2v	93.75
화엄	1	1	28	32	general	w2v	87.5
유행	1	1	30	32	general	w2v	93.75
넋	1	1	30	32	general	w2v	93.75
스승	1	1	30	32	general	w2v	93.75
대함	1	1	30	32	general	w2v	93.75
분위기	3	2	82	96	general	w2v	85.4167
귀환	1	1	30	32	general	w2v	93.75
국장	1	1	28	32	general	w2v	87.5
골짜기	1	1	29	32	general	w2v	90.625
확장	1	1	30	32	general	w2v	93.75
총선	2	1	58	64	general	w2v	90.625
환경	1	1	29	32	general	w2v	90.625
잠	5	1	143	160	general	w2v	89.375
최다	1	1	29	32	general	w2v	90.625
확인	8	2	227	256	general	w2v	88.6719
개인	3	1	80	96	general	w2v	83.3333
오늘	4	1	110	128	general	w2v	85.9375
영감	1	1	28	32	general	w2v	87.5
소득	2	1	56	64	general	w2v	87.5
아들	1	1	29	32	general	w2v	90.625
폐	1	1	28	32	general	w2v	87.5
적응	1	1	31	32	general	w2v	96.875
논문	1	1	29	32	general	w2v	90.625
연회	1	1	29	32	general	w2v	90.625
차원	4	1	116	128	general	w2v	90.625
비정	1	1	28	32	general	w2v	87.5
전형	1	1	28	32	general	w2v	87.5
합류	2	2	55	64	general	w2v	85.9375
지혜	3	1	89	96	general	w2v	92.7083
의욕	1	1	30	32	general	w2v	93.75
미사일	1	1	29	32	general	w2v	90.625
처벌	1	1	30	32	general	w2v	93.75
기분	9	1	268	288	general	w2v	93.0556
퇴장	1	1	30	32	general	w2v	93.75
행운	2	1	56	64	general	w2v	87.5
네팔	1	1	29	32	general	w2v	90.625
납치	1	1	31	32	general	w2v	96.875
가입	6	1	168	192	general	w2v	87.5
방식	8	1	227	256	general	w2v	88.6719
가중	1	1	30	32	general	w2v	93.75
마련	3	1	92	96	general	w2v	95.8333
성적	2	2	54	64	general	w2v	84.375
배우	1	1	29	32	general	w2v	90.625
장사	1	1	29	32	general	w2v	90.625
청년	1	1	30	32	general	w2v	93.75
부부	3	1	88	96	general	w2v	91.6667
형제	2	1	60	64	general	w2v	93.75
당선	1	1	29	32	general	w2v	90.625
온라인	3	1	86	96	general	w2v	89.5833
개헌	1	1	31	32	general	w2v	96.875
소속	1	1	29	32	general	w2v	90.625
로비	2	1	58	64	general	w2v	90.625
뮤지컬	1	1	29	32	general	w2v	90.625
명소	1	1	31	32	general	w2v	96.875
숙제	1	1	28	32	general	w2v	87.5
비	3	1	88	96	general	w2v	91.6667
명령	1	1	29	32	general	w2v	90.625
보험	1	1	27	32	general	w2v	84.375
탄핵	1	1	31	32	general	w2v	96.875
취재	1	1	31	32	general	w2v	96.875
회의	4	1	119	128	general	w2v	92.9688
공연	2	1	56	64	general	w2v	87.5
할인	1	1	31	32	general	w2v	96.875
마무리	1	1	29	32	general	w2v	90.625
단어	1	1	28	32	general	w2v	87.5
밖	3	1	83	96	general	w2v	86.4583
지인	1	1	30	32	general	w2v	93.75
이웃	1	1	29	32	general	w2v	90.625
행복	7	3	190	224	general	w2v	84.8214
공간	2	1	59	64	general	w2v	92.1875
신랑	2	2	60	64	general	w2v	93.75
발음	1	1	30	32	general	w2v	93.75
제도	5	1	143	160	general	w2v	89.375
방어	1	1	29	32	general	w2v	90.625
단계	3	1	83	96	general	w2v	86.4583
프로	2	1	55	64	general	w2v	85.9375
올	1	1	27	32	general	w2v	84.375
입학	1	1	31	32	general	w2v	96.875
시장	8	2	217	256	general	w2v	84.7656
동안	10	1	295	320	general	w2v	92.1875
코트	1	1	30	32	general	w2v	93.75
켜	1	1	31	32	general	w2v	96.875
점검	1	1	31	32	general	w2v	96.875
슬픔	1	1	30	32	general	w2v	93.75
체계	1	1	29	32	general	w2v	90.625
선택	1	1	28	32	general	w2v	87.5
인류	2	1	55	64	general	w2v	85.9375
장관	7	2	206	224	general	w2v	91.9643
번영	1	1	30	32	general	w2v	93.75
부대	1	1	27	32	general	w2v	84.375
범인	1	1	27	32	general	w2v	84.375
절	1	1	30	32	general	w2v	93.75
취소	1	1	30	32	general	w2v	93.75
상위	1	1	31	32	general	w2v	96.875
휘장	1	1	31	32	general	w2v	96.875
스쿼시	1	1	31	32	general	w2v	96.875
쥐	1	1	30	32	general	w2v	93.75
이미지	1	1	31	32	general	w2v	96.875
교환	1	1	31	32	general	w2v	96.875
각광	1	1	29	32	general	w2v	90.625
평생	2	1	57	64	general	w2v	89.0625
정보	1	1	31	32	general	w2v	96.875
공포	2	1	55	64	general	w2v	85.9375
강경	1	1	30	32	general	w2v	93.75
결과	4	1	120	128	general	w2v	93.75
평가	3	1	84	96	general	w2v	87.5
화음	1	1	29	32	general	w2v	90.625
아래	4	3	115	128	general	w2v	89.8438
떡	2	1	62	64	general	w2v	96.875
창업	1	1	28	32	general	w2v	87.5
훈련	1	1	30	32	general	w2v	93.75
거취	2	1	56	64	general	w2v	87.5
예정	3	1	91	96	general	w2v	94.7917
졸업	1	1	28	32	general	w2v	87.5
통신	1	1	31	32	general	w2v	96.875
성분	1	1	31	32	general	w2v	96.875
공원	3	1	78	96	general	w2v	81.25
운	1	1	29	32	general	w2v	90.625
통	1	1	31	32	general	w2v	96.875
조치	2	1	57	64	general	w2v	89.0625
조건	7	1	206	224	general	w2v	91.9643
계획	6	1	173	192	general	w2v	90.1042
세금	3	1	88	96	general	w2v	91.6667
출연	1	1	31	32	general	w2v	96.875
절정	1	1	29	32	general	w2v	90.625
점	5	1	137	160	general	w2v	85.625
기준	2	1	57	64	general	w2v	89.0625
부담	3	1	92	96	general	w2v	95.8333
움직임	1	1	30	32	general	w2v	93.75
국	1	1	30	32	general	w2v	93.75
작동	2	1	60	64	general	w2v	93.75
삶	5	1	136	160	general	w2v	85.0
주도	1	1	29	32	general	w2v	90.625
공사	4	2	117	128	general	w2v	91.4062
개편	4	1	116	128	general	w2v	90.625
방면	1	1	30	32	general	w2v	93.75
연마	1	1	29	32	general	w2v	90.625
협약	2	1	56	64	general	w2v	87.5
집	22	2	629	704	general	w2v	89.3466
시대	7	1	199	224	general	w2v	88.8393
격려	1	1	29	32	general	w2v	90.625
추세	3	1	85	96	general	w2v	88.5417
전력	1	1	30	32	general	w2v	93.75
악보	1	1	31	32	general	w2v	96.875
국고	1	1	29	32	general	w2v	90.625
총회	1	1	30	32	general	w2v	93.75
재난	1	1	29	32	general	w2v	90.625
건립	1	1	29	32	general	w2v	90.625
타협	2	1	55	64	general	w2v	85.9375
직장	2	1	57	64	general	w2v	89.0625
이치	1	1	30	32	general	w2v	93.75
시기	2	1	56	64	general	w2v	87.5
개막	1	1	30	32	general	w2v	93.75
수익	3	2	83	96	general	w2v	86.4583
전쟁	1	1	30	32	general	w2v	93.75
정권	3	1	78	96	general	w2v	81.25
모자이크	1	1	29	32	general	w2v	90.625
목적	2	1	52	64	general	w2v	81.25
공동	2	1	56	64	general	w2v	87.5
경선	3	1	82	96	general	w2v	85.4167
교육	7	1	200	224	general	w2v	89.2857
상황	12	1	342	384	general	w2v	89.0625
수	3	2	83	96	general	w2v	86.4583
창당	1	1	30	32	general	w2v	93.75
규모	8	1	231	256	general	w2v	90.2344
연	1	1	29	32	general	w2v	90.625
거실	1	1	31	32	general	w2v	96.875
신체	2	1	56	64	general	w2v	87.5
수류탄	1	1	31	32	general	w2v	96.875
고향	2	1	51	64	general	w2v	79.6875
표	2	2	56	64	general	w2v	87.5
이전	5	3	140	160	general	w2v	87.5
표현	1	1	31	32	general	w2v	96.875
보유	2	1	56	64	general	w2v	87.5
판매	3	1	92	96	general	w2v	95.8333
반미	1	1	31	32	general	w2v	96.875
영산	1	1	31	32	general	w2v	96.875
수준	6	1	178	192	general	w2v	92.7083
자세	1	1	30	32	general	w2v	93.75
키	2	1	59	64	general	w2v	92.1875
청구	1	1	29	32	general	w2v	90.625
시련	1	1	30	32	general	w2v	93.75
합	1	1	29	32	general	w2v	90.625
이내	1	1	30	32	general	w2v	93.75
충격	1	1	29	32	general	w2v	90.625
결혼	1	1	30	32	general	w2v	93.75
송이	1	1	30	32	general	w2v	93.75
공익	1	1	29	32	general	w2v	90.625
냄새	1	1	29	32	general	w2v	90.625
갈등	1	1	31	32	general	w2v	96.875
시민	4	1	107	128	general	w2v	83.5938
동작	1	1	29	32	general	w2v	90.625
정부	29	2	863	928	general	w2v	92.9957
렌즈	1	1	30	32	general	w2v	93.75
기록	3	2	86	96	general	w2v	89.5833
차별	1	1	29	32	general	w2v	90.625
관리	4	2	118	128	general	w2v	92.1875
댁	2	1	60	64	general	w2v	93.75
역사	3	2	80	96	general	w2v	83.3333
규범	1	1	29	32	general	w2v	90.625
공상	1	1	30	32	general	w2v	93.75
자본	1	1	28	32	general	w2v	87.5
텔레비전	1	1	29	32	general	w2v	90.625
출입	1	1	31	32	general	w2v	96.875
규제	1	1	30	32	general	w2v	93.75
하노이	1	1	32	32	general	w2v	100.0
능력	6	1	182	192	general	w2v	94.7917
장	1	1	31	32	general	w2v	96.875
부실	1	1	28	32	general	w2v	87.5
내용	1	1	29	32	general	w2v	90.625
노인	6	1	170	192	general	w2v	88.5417
수습	1	1	31	32	general	w2v	96.875
유령	1	1	29	32	general	w2v	90.625
목표	11	1	315	352	general	w2v	89.4886
틀	1	1	29	32	general	w2v	90.625
계곡	1	1	30	32	general	w2v	93.75
경험	1	1	30	32	general	w2v	93.75
정신	5	2	142	160	general	w2v	88.75
공부	2	1	55	64	general	w2v	85.9375
풍요	1	1	30	32	general	w2v	93.75
매출	5	1	147	160	general	w2v	91.875
죄	2	1	49	64	general	w2v	76.5625
해역	1	1	29	32	general	w2v	90.625
셀프	1	1	28	32	general	w2v	87.5
당직	1	1	29	32	general	w2v	90.625
지원	1	1	29	32	general	w2v	90.625
나이	4	1	120	128	general	w2v	93.75
발송	1	1	30	32	general	w2v	93.75
의회	2	1	56	64	general	w2v	87.5
주민	5	1	146	160	general	w2v	91.25
재생	1	1	29	32	general	w2v	90.625
칼	1	1	30	32	general	w2v	93.75
집착	1	1	27	32	general	w2v	84.375
유작	1	1	29	32	general	w2v	90.625
초점	1	1	31	32	general	w2v	96.875
궤적	1	1	30	32	general	w2v	93.75
부분	3	1	85	96	general	w2v	88.5417
개통	1	1	28	32	general	w2v	87.5
건물	3	1	78	96	general	w2v	81.25
작성	3	1	86	96	general	w2v	89.5833
남	1	1	30	32	general	w2v	93.75
이벤트	1	1	30	32	general	w2v	93.75
신생	1	1	30	32	general	w2v	93.75
차량	1	1	31	32	general	w2v	96.875
국수	5	1	144	160	general	w2v	90.0
가결	1	1	31	32	general	w2v	96.875
응시	1	1	30	32	general	w2v	93.75
본질	1	1	28	32	general	w2v	87.5
시리아	2	1	61	64	general	w2v	95.3125
인사	2	1	61	64	general	w2v	95.3125
명품	1	1	32	32	general	w2v	100.0
의원	13	1	382	416	general	w2v	91.8269
사고	4	3	112	128	general	w2v	87.5
트로피	1	1	31	32	general	w2v	96.875
혼란	2	1	57	64	general	w2v	89.0625
자율	1	1	30	32	general	w2v	93.75
협조	1	1	30	32	general	w2v	93.75
주문	1	1	29	32	general	w2v	90.625
기타	1	1	28	32	general	w2v	87.5
기호	1	1	30	32	general	w2v	93.75
효과	1	1	29	32	general	w2v	90.625
유명	2	1	54	64	general	w2v	84.375
신구	1	1	29	32	general	w2v	90.625
용역	1	1	29	32	general	w2v	90.625
일화	1	1	28	32	general	w2v	87.5
볼모	1	1	32	32	general	w2v	100.0
혼합	1	1	30	32	general	w2v	93.75
무	1	1	29	32	general	w2v	90.625
거대	1	1	27	32	general	w2v	84.375
해소	2	1	60	64	general	w2v	93.75
악마	1	1	30	32	general	w2v	93.75
각종	4	1	107	128	general	w2v	83.5938
교사	2	1	56	64	general	w2v	87.5
연락	2	2	54	64	general	w2v	84.375
연기	2	1	57	64	general	w2v	89.0625
사람	23	4	683	736	general	w2v	92.7989
머리	1	1	29	32	general	w2v	90.625
증세	2	1	60	64	general	w2v	93.75
득점	2	1	54	64	general	w2v	84.375
기조	4	1	116	128	general	w2v	90.625
정황	1	1	30	32	general	w2v	93.75
속성	1	1	30	32	general	w2v	93.75
벨	2	1	57	64	general	w2v	89.0625
연말	1	1	29	32	general	w2v	90.625
비용	2	1	56	64	general	w2v	87.5
드라마	3	2	90	96	general	w2v	93.75
결정	5	2	139	160	general	w2v	86.875
절도	1	1	31	32	general	w2v	96.875
실상	1	1	31	32	general	w2v	96.875
라디오	1	1	29	32	general	w2v	90.625
측근	1	1	30	32	general	w2v	93.75
설	1	1	30	32	general	w2v	93.75
전시	1	1	28	32	general	w2v	87.5
학교	9	1	247	288	general	w2v	85.7639
선수	2	1	52	64	general	w2v	81.25
개봉	1	1	30	32	general	w2v	93.75
문구	1	1	31	32	general	w2v	96.875
기색	1	1	31	32	general	w2v	96.875
부품	1	1	30	32	general	w2v	93.75
멕시코	1	1	31	32	general	w2v	96.875
선사	1	1	29	32	general	w2v	90.625
충신	1	1	29	32	general	w2v	90.625
어려움	1	1	29	32	general	w2v	90.625
연구	11	1	302	352	general	w2v	85.7955
태도	1	1	30	32	general	w2v	93.75
이용	4	1	115	128	general	w2v	89.8438
파견	1	1	31	32	general	w2v	96.875
회보	1	1	32	32	general	w2v	100.0
단속	1	1	29	32	general	w2v	90.625
토론	1	1	31	32	general	w2v	96.875
병상	1	1	31	32	general	w2v	96.875
팀	1	1	31	32	general	w2v	96.875
연결	3	1	91	96	general	w2v	94.7917
작품	4	2	114	128	general	w2v	89.0625
평균	7	1	199	224	general	w2v	88.8393
운행	1	1	29	32	general	w2v	90.625
화	2	1	57	64	general	w2v	89.0625
전부	2	1	56	64	general	w2v	87.5
해법	2	2	61	64	general	w2v	95.3125
이유	3	1	82	96	general	w2v	85.4167
도시	1	1	30	32	general	w2v	93.75
교부	1	1	29	32	general	w2v	90.625
구조	2	2	51	64	general	w2v	79.6875
차단	1	1	31	32	general	w2v	96.875
기점	1	1	29	32	general	w2v	90.625
군기	1	1	29	32	general	w2v	90.625
연극	2	1	59	64	general	w2v	92.1875
종료	2	1	56	64	general	w2v	87.5
판단	1	1	27	32	general	w2v	84.375
동포	1	1	30	32	general	w2v	93.75
진단	2	1	56	64	general	w2v	87.5
빵	2	1	62	64	general	w2v	96.875
업체	5	1	152	160	general	w2v	95.0
이야기	1	1	29	32	general	w2v	90.625
해적	1	1	30	32	general	w2v	93.75
새	1	1	30	32	general	w2v	93.75
특성	1	1	29	32	general	w2v	90.625
관심	7	1	192	224	general	w2v	85.7143
상태	2	1	57	64	general	w2v	89.0625
살림	3	1	87	96	general	w2v	90.625
추가	5	1	144	160	general	w2v	90.0
향상	1	1	28	32	general	w2v	87.5
유산	1	1	30	32	general	w2v	93.75
의결	2	1	55	64	general	w2v	85.9375
고장	2	1	55	64	general	w2v	85.9375
열쇠	1	1	29	32	general	w2v	90.625
완화	1	1	30	32	general	w2v	93.75
개각	1	1	28	32	general	w2v	87.5
어깨	2	1	59	64	general	w2v	92.1875
외국	2	1	54	64	general	w2v	84.375
협업	1	1	31	32	general	w2v	96.875
메달	2	1	59	64	general	w2v	92.1875
권한	1	1	30	32	general	w2v	93.75
모양	4	1	111	128	general	w2v	86.7188
지방	1	1	29	32	general	w2v	90.625
불법	1	1	30	32	general	w2v	93.75
고아	1	1	29	32	general	w2v	90.625
천국	2	1	58	64	general	w2v	90.625
혁신	1	1	31	32	general	w2v	96.875
직후	1	1	30	32	general	w2v	93.75
채택	1	1	30	32	general	w2v	93.75
강령	1	1	30	32	general	w2v	93.75
뜻	2	2	60	64	general	w2v	93.75
식구	2	1	57	64	general	w2v	89.0625
부업	2	1	58	64	general	w2v	90.625
차장	1	1	28	32	general	w2v	87.5
안목	1	1	30	32	general	w2v	93.75
숙식	1	1	30	32	general	w2v	93.75
임금	1	1	30	32	general	w2v	93.75
윤기	1	1	28	32	general	w2v	87.5
직업	1	1	29	32	general	w2v	90.625
추진	4	1	108	128	general	w2v	84.375
정도	9	2	264	288	general	w2v	91.6667
국모	1	1	30	32	general	w2v	93.75
동일	2	1	56	64	general	w2v	87.5
이륙	1	1	29	32	general	w2v	90.625
동전	1	1	29	32	general	w2v	90.625
발표	4	1	108	128	general	w2v	84.375
초청	1	1	30	32	general	w2v	93.75
전진	1	1	30	32	general	w2v	93.75
개최	5	1	146	160	general	w2v	91.25
맛	2	2	55	64	general	w2v	85.9375
전개	1	1	28	32	general	w2v	87.5
봉사	2	1	60	64	general	w2v	93.75
달	1	1	31	32	general	w2v	96.875
내심	1	1	28	32	general	w2v	87.5
소화	1	1	28	32	general	w2v	87.5
민간	2	1	57	64	general	w2v	89.0625
땅	4	1	113	128	general	w2v	88.2812
삭제	1	1	27	32	general	w2v	84.375
사임	1	1	31	32	general	w2v	96.875
생애	1	1	30	32	general	w2v	93.75
생산	1	1	31	32	general	w2v	96.875
강제	2	1	62	64	general	w2v	96.875
경계	2	2	56	64	general	w2v	87.5
수요	1	1	31	32	general	w2v	96.875
수석	2	1	60	64	general	w2v	93.75
스포츠	1	1	30	32	general	w2v	93.75
호르몬	1	1	30	32	general	w2v	93.75
무기	1	1	31	32	general	w2v	96.875
회피	2	1	55	64	general	w2v	85.9375
사업	10	1	307	320	general	w2v	95.9375
과목	1	1	30	32	general	w2v	93.75
난리	1	1	30	32	general	w2v	93.75
핵심	3	1	82	96	general	w2v	85.4167
가운데	5	1	145	160	general	w2v	90.625
매력	2	1	58	64	general	w2v	90.625
방한	1	1	31	32	general	w2v	96.875
연계	2	1	55	64	general	w2v	85.9375
증거	1	1	31	32	general	w2v	96.875
덕목	1	1	29	32	general	w2v	90.625
검색	2	1	61	64	general	w2v	95.3125
감동	4	1	112	128	general	w2v	87.5
기사	4	2	115	128	general	w2v	89.8438
느낌	1	1	28	32	general	w2v	87.5
수술	3	1	85	96	general	w2v	88.5417
생일	1	1	27	32	general	w2v	84.375
포기	1	1	29	32	general	w2v	90.625
기능	1	1	29	32	general	w2v	90.625
수작	1	1	31	32	general	w2v	96.875
행정	1	1	28	32	general	w2v	87.5
하늘	8	1	243	256	general	w2v	94.9219
인력	4	1	108	128	general	w2v	84.375
파동	1	1	28	32	general	w2v	87.5
각주	1	1	30	32	general	w2v	93.75
필요	14	1	415	448	general	w2v	92.6339
서울	5	1	145	160	general	w2v	90.625
신설	3	1	80	96	general	w2v	83.3333
감소	1	1	28	32	general	w2v	87.5
방문	7	2	191	224	general	w2v	85.2679
구단	4	1	109	128	general	w2v	85.1562
운영	5	1	147	160	general	w2v	91.875
판결	4	1	107	128	general	w2v	83.5938
통과	3	2	82	96	general	w2v	85.4167
조합	1	1	31	32	general	w2v	96.875
반찬	1	1	31	32	general	w2v	96.875
배	1	1	30	32	general	w2v	93.75
방송	1	1	29	32	general	w2v	90.625
예의	1	1	29	32	general	w2v	90.625
무리	2	1	57	64	general	w2v	89.0625
문화	2	1	57	64	general	w2v	89.0625
출간	1	1	29	32	general	w2v	90.625
끝	4	1	113	128	general	w2v	88.2812
짐	6	1	183	192	general	w2v	95.3125
밤	3	1	86	96	general	w2v	89.5833
방안	7	1	205	224	general	w2v	91.5179
현	1	1	28	32	general	w2v	87.5
공정	2	1	58	64	general	w2v	90.625
총리	2	1	63	64	general	w2v	98.4375
특별	3	1	77	96	general	w2v	80.2083
벽	2	1	58	64	general	w2v	90.625
자리	13	4	347	416	general	w2v	83.4135
군	5	2	143	160	general	w2v	89.375
건강	6	2	160	192	general	w2v	83.3333
당내	4	1	117	128	general	w2v	91.4062
구입	1	1	32	32	general	w2v	100.0
음료	1	1	30	32	general	w2v	93.75
제시	2	1	55	64	general	w2v	85.9375
평화	4	2	111	128	general	w2v	86.7188
앞	4	2	117	128	general	w2v	91.4062
식품	1	1	29	32	general	w2v	90.625
이견	1	1	30	32	general	w2v	93.75
한계	1	1	30	32	general	w2v	93.75
주장	2	1	56	64	general	w2v	87.5
접촉	1	1	30	32	general	w2v	93.75
파괴	1	1	30	32	general	w2v	93.75
초대	1	1	30	32	general	w2v	93.75
봉투	6	1	188	192	general	w2v	97.9167
질환	1	1	30	32	general	w2v	93.75
반	1	1	31	32	general	w2v	96.875
연료	1	1	28	32	general	w2v	87.5
차주	1	1	31	32	general	w2v	96.875
외부	3	1	87	96	general	w2v	90.625
점수	2	1	56	64	general	w2v	87.5
급	3	1	85	96	general	w2v	88.5417
신념	1	1	29	32	general	w2v	90.625
등급	2	2	52	64	general	w2v	81.25
효력	1	1	27	32	general	w2v	84.375
마력	1	1	29	32	general	w2v	90.625
면제	1	1	29	32	general	w2v	90.625
라면	3	1	85	96	general	w2v	88.5417
성공	5	1	142	160	general	w2v	88.75
의미	4	1	116	128	general	w2v	90.625
계약	4	2	115	128	general	w2v	89.8438
콩	1	1	30	32	general	w2v	93.75
후	4	1	118	128	general	w2v	92.1875
물론	3	1	88	96	general	w2v	91.6667
즐거움	1	1	31	32	general	w2v	96.875
업무	3	1	86	96	general	w2v	89.5833
중간	2	2	55	64	general	w2v	85.9375
천사	1	1	29	32	general	w2v	90.625
전남	2	1	53	64	general	w2v	82.8125
수정	1	1	29	32	general	w2v	90.625
영리	1	1	30	32	general	w2v	93.75
아버지	6	2	174	192	general	w2v	90.625
채권	1	1	29	32	general	w2v	90.625
당	4	1	117	128	general	w2v	91.4062
이외	2	1	55	64	general	w2v	85.9375
대회	10	2	286	320	general	w2v	89.375
심판	1	1	32	32	general	w2v	100.0
의견	9	1	248	288	general	w2v	86.1111
현재	3	1	88	96	general	w2v	91.6667
축제	2	1	60	64	general	w2v	93.75
편지	11	1	325	352	general	w2v	92.3295
토대	1	1	31	32	general	w2v	96.875
맥주	1	1	29	32	general	w2v	90.625
어머니	1	1	30	32	general	w2v	93.75
도움	3	1	87	96	general	w2v	90.625
투표	4	1	117	128	general	w2v	91.4062
컨테이너	1	1	30	32	general	w2v	93.75
재정	1	1	29	32	general	w2v	90.625
부문	1	1	30	32	general	w2v	93.75
검사	2	1	59	64	general	w2v	92.1875
설립	1	1	30	32	general	w2v	93.75
지출	1	1	30	32	general	w2v	93.75
동료	2	1	58	64	general	w2v	90.625
계기	4	1	108	128	general	w2v	84.375
저서	1	1	30	32	general	w2v	93.75
예산	4	2	118	128	general	w2v	92.1875
유머	1	1	31	32	general	w2v	96.875
거장	1	1	31	32	general	w2v	96.875
법인	1	1	29	32	general	w2v	90.625
우울	1	1	28	32	general	w2v	87.5
최초	1	1	29	32	general	w2v	90.625
숨	1	1	30	32	general	w2v	93.75
거짓	1	1	31	32	general	w2v	96.875
파악	2	1	57	64	general	w2v	89.0625
실력	2	1	54	64	general	w2v	84.375
매각	3	1	84	96	general	w2v	87.5
이바지	3	1	86	96	general	w2v	89.5833
형태	3	1	86	96	general	w2v	89.5833
경쟁	4	1	114	128	general	w2v	89.0625
수행	1	1	30	32	general	w2v	93.75
나머지	3	1	86	96	general	w2v	89.5833
기술	3	1	86	96	general	w2v	89.5833
지급	1	1	29	32	general	w2v	90.625
여부	10	1	294	320	general	w2v	91.875
남자	2	2	61	64	general	w2v	95.3125
야외	1	1	31	32	general	w2v	96.875
재판	1	1	31	32	general	w2v	96.875
인물	2	2	60	64	general	w2v	93.75
수입	1	1	31	32	general	w2v	96.875
고통	2	1	60	64	general	w2v	93.75
자녀	1	1	32	32	general	w2v	100.0
부지	1	1	31	32	general	w2v	96.875
빈도	1	1	28	32	general	w2v	87.5
수용	1	1	29	32	general	w2v	90.625
사이	9	1	255	288	general	w2v	88.5417
변화	4	1	121	128	general	w2v	94.5312
중심	5	1	138	160	general	w2v	86.25
여진	2	1	55	64	general	w2v	85.9375
남편	14	1	387	448	general	w2v	86.3839
대책	4	2	120	128	general	w2v	93.75
일독	1	1	30	32	general	w2v	93.75
